"fips","2020-11-16","2020-11-17","2020-11-18","2020-11-19","2020-11-20","2020-11-21","2020-11-22","2020-11-23","2020-11-24","2020-11-25","2020-11-26","2020-11-27","2020-11-28","2020-11-29","name"
24003,165.668395996094,161.368469238281,155.158752441406,148.591003417969,141.917861938477,135.108932495117,128.04052734375,120.536209106445,112.391860961914,103.434280395508,93.6577529907227,83.431770324707,73.5698471069336,64.9445343017578,"Anne Arundel , Maryland"
24025,86.658203125,79.2717895507812,71.1921844482422,63.6099090576172,57.1139831542969,51.7546310424805,47.3374404907227,43.6489791870117,40.5258140563965,37.8509254455566,35.5387382507324,33.5244293212891,31.757495880127,30.1979179382324,"Harford , Maryland"
25013,213.926361083984,212.106414794922,209.960174560547,207.249053955078,203.887115478516,199.825012207031,195.060729980469,189.64990234375,183.703033447266,177.367095947266,170.796051025391,164.121017456055,157.428649902344,150.751312255859,"Hampden , Massachusetts"
25015,30.9052314758301,29.5369606018066,28.2349624633789,27.0608520507812,26.0044479370117,25.0502586364746,24.184513092041,23.3954620361328,22.6730308532715,22.0085525512695,21.3944702148438,20.824161529541,20.2917213439941,19.7918663024902,"Hampshire , Massachusetts"
25017,219.633544921875,218.749816894531,218.712249755859,218.710632324219,218.710571289062,218.710571289062,218.710571289062,218.710571289062,218.710571289062,218.710571289062,218.710571289062,218.710571289062,218.710571289062,218.710571289062,"Middlesex , Massachusetts"
25021,137.985656738281,131.213897705078,123.990127563477,116.186302185059,107.625518798828,98.2099456787109,88.1153106689453,77.9692001342773,68.6944885253906,60.9357452392578,54.7243499755859,49.7389068603516,45.6483917236328,42.2210960388184,"Norfolk , Massachusetts"
26029,9.56770324707031,9.38137817382812,9.28952026367188,9.21138000488281,9.13840484619141,9.06874847412109,9.00192260742188,8.93776702880859,8.87610626220703,8.81681060791016,8.75979614257812,8.70491790771484,8.65211486816406,8.60129547119141,"Charlevoix , Michigan"
26041,46.3266983032227,43.3878555297852,40.4133148193359,37.772575378418,35.4735336303711,33.4677810668945,31.707706451416,30.1538352966309,28.774242401123,27.5428237915039,26.4381828308105,25.442497253418,24.5408744812012,23.7206802368164,"Delta , Michigan"
26051,27.2292137145996,26.2969398498535,25.3290100097656,24.4392242431641,23.6281204223633,22.886402130127,22.2051277160645,21.5764465332031,20.9934692382812,20.4500923156738,19.9408569335938,19.4607887268066,19.0052947998047,18.5700225830078,"Gladwin , Michigan"
26063,13.6935501098633,13.2867889404297,12.9239883422852,12.604133605957,12.3205261230469,12.0656661987305,11.8335571289062,11.6199722290039,11.4219512939453,11.2373199462891,11.0644454956055,10.9020233154297,10.7489852905273,10.6044616699219,"Huron , Michigan"
26073,60.1146202087402,54.6822204589844,49.8897743225098,45.8198547363281,42.3757095336914,39.4398384094238,36.9147453308105,34.7249526977539,32.8119697570801,31.1297607421875,29.6415901184082,28.3177490234375,27.1339492797852,26.070182800293,"Isabella , Michigan"
26075,129.407608032227,124.713455200195,118.106262207031,110.251739501953,101.335891723633,91.5427017211914,81.3846969604492,71.7486038208008,63.4494972229004,56.7345275878906,51.3651351928711,46.9939346313477,43.3553276062012,40.2746200561523,"Jackson , Michigan"
26115,113.465232849121,108.438758850098,101.007247924805,92.0528335571289,82.3495635986328,72.8610305786133,64.4892120361328,57.6138000488281,52.0888290405273,47.5938491821289,43.859977722168,40.7046356201172,38.0046539306641,35.6721267700195,"Monroe , Michigan"
26127,19.8572158813477,19.4018974304199,18.9520721435547,18.5193901062012,18.1018371582031,17.6955413818359,17.2962837219238,16.8996124267578,16.5008811950684,16.0953521728516,15.6787147521973,15.2480697631836,14.8039207458496,14.3525848388672,"Oceana , Michigan"
26141,6.76972961425781,6.77447509765625,6.78379821777344,6.793212890625,6.80267333984375,6.81201934814453,6.82115936279297,6.83011627197266,6.83882904052734,6.84732055664062,6.85558319091797,6.86359405517578,6.87138366699219,6.87894439697266,"Presque Isle , Michigan"
26155,42.3541488647461,39.5038452148438,36.9833984375,34.7866859436035,32.8663520812988,31.1777648925781,29.6841659545898,28.355712890625,27.1679992675781,26.1008491516113,25.1374893188477,24.2638282775879,23.467903137207,22.7394905090332,"Shiawassee , Michigan"
27013,88.0037384033203,81.3875274658203,73.5039978027344,65.7499084472656,58.9314346313477,53.2551803588867,48.5811233520508,44.6935653686523,41.4144134521484,38.6147575378418,36.2009773254395,34.1028442382812,32.2660675048828,30.6477699279785,"Blue Earth , Minnesota"
27017,44.9187278747559,42.2134170532227,39.40771484375,36.904239654541,34.7183418273926,32.8065185546875,31.1249885559082,29.6373519897461,28.3139572143555,27.1305770874023,26.0671424865723,25.106990814209,24.2360877990723,23.4425621032715,"Carlton , Minnesota"
27031,1.69253540039062,1.77020263671875,1.85145568847656,1.93270111083984,2.01409149169922,2.09555053710938,2.17703247070312,2.25850677490234,2.33989715576172,2.42117309570312,2.50229644775391,2.58320617675781,2.66384887695312,2.74420166015625,"Cook , Minnesota"
27037,219.625701904297,218.749481201172,218.712249755859,218.710632324219,218.710571289062,218.710571289062,218.710571289062,218.710571289062,218.710571289062,218.710571289062,218.710571289062,218.710571289062,218.710571289062,218.710571289062,"Dakota , Minnesota"
27043,10.9971008300781,10.7066497802734,10.5494995117188,10.4136428833008,10.2864837646484,10.1659164428711,10.05126953125,9.94207763671875,9.83799743652344,9.73866271972656,9.64379119873047,9.55309295654297,9.46632385253906,9.38325500488281,"Faribault , Minnesota"
27065,14.6497001647949,14.188045501709,13.7446746826172,13.334228515625,12.9664459228516,12.6417541503906,12.3541259765625,12.096061706543,11.8613967895508,11.6456756591797,11.4458465576172,11.259651184082,11.0853881835938,10.9217147827148,"Kanabec , Minnesota"
27111,98.9484329223633,93.4694671630859,85.6408843994141,76.8775939941406,68.3834991455078,60.9702377319336,54.8608932495117,49.8833236694336,45.7766952514648,42.331298828125,39.400390625,36.8804397583008,34.6950531005859,32.7857475280762,"Otter Tail , Minnesota"
27123,219.632659912109,218.749786376953,218.712249755859,218.710632324219,218.710571289062,218.710571289062,218.710571289062,218.710571289062,218.710571289062,218.710571289062,218.710571289062,218.710571289062,218.710571289062,218.710571289062,"Ramsey , Minnesota"
27165,9.28414154052734,9.03382873535156,8.94442749023438,8.87708282470703,8.81655883789062,8.75925445556641,8.70433044433594,8.65154266357422,8.60071563720703,8.55178070068359,8.50463104248047,8.45921325683594,8.41542053222656,8.37320709228516,"Watonwan , Minnesota"
27167,8.56138610839844,8.51738739013672,8.47197723388672,8.42787933349609,8.38526916503906,8.34413909912109,8.30448150634766,8.26619720458984,8.22927093505859,8.19363403320312,8.15924072265625,8.12603759765625,8.09397125244141,8.06301879882812,"Wilkin , Minnesota"
